line_number,log_level,content_type,priority,manual_annotation_needed,original_log,category,message
8029,WARN,database_exception,3,True,2024-12-13T16:34:47.326-03:00  WARN 63645 --- [  restartedMain] org.hibernate.orm.incubating             : HHH90006001: Encountered incubating setting [hibernate.type.preferred_instant_jdbc_type].  See javadoc on corresponding `org.hibernate.cfg.AvailableSettings` constant for details.,database_exception,8029
8031,WARN,database_exception,3,True,2024-12-13T16:34:47.328-03:00  WARN 63645 --- [  restartedMain] org.hibernate.orm.incubating             : HHH90006001: Encountered incubating setting [hibernate.type.preferred_instant_jdbc_type].  See javadoc on corresponding `org.hibernate.cfg.AvailableSettings` constant for details.,database_exception,8031
1558,INFO,database_exception,3,True,2025-05-29T18:01:11.392+01:00  INFO 62676 --- [notaries] [ream-1721626063] [                                                 ] c.c.n.config.PostgreSqlTestContainer     : STDERR: 2025-05-29 17:01:11.390 UTC [89] DETAIL:  Key (id)=(e7bf0d30-733f-454e-bdf3-ab76f1f4a9d9) already exists.,database_exception,1558
1837,UNKNOWN,database_exception,3,True,"2025-07-25T00:06:35.451780,""Spring Batch 6 introduces support for """"resource less"""" infrastructure. With this mode, a database is not required and this could be helpful for those who do not need it and are currently forced to add an in-memory database for that purpose.",database_exception,1837
2495,INFO,database_exception,3,True,2025-07-23T15:08:43.451+01:00  INFO 1224 --- [databaseTest] [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.,database_exception,2495
1977,UNKNOWN,database_exception,3,True,"2025-07-25T00:07:31.374607,Applications running on MongoDB replica sets that require secondary or custom read routing.,unknown,github_issue,spring-projects/spring-boot,46261,Add configuration properties for MongoDB's read and write consistency,https://github.com/spring-projects/spring-boot/issues/46261",database_exception,1977
4575,UNKNOWN,database_exception,3,True,"2025-07-25T23:18:18.900089,""I would also like to [invert the 'ApplicationType' and 'EntityType' Inheritance hierarchy](https://github.com/jhipster/generator-jhipster/issues/28235) within the generator, so that for example ClientGenerator 'Application' Object won't be able to access 'xChangelog', 'serviceClass', 'databaseType', etc. properties anymore. V9 is the right occasion for this kind of change."",unknown,github_issue,jhipster/generator-jhipster,28631,v9 release plan.,https://github.com/jhipster/generator-jhipster/issues/28631",database_exception,4575
5228,UNKNOWN,database_exception,3,True,"2025-07-25T23:21:00.271043,""<td><a href=""""https://github.com/angular/angular-cli/commit/2c9d7368fc30f3488152e35ac468db5f2a9432f2""""><img src=""""https://img.shields.io/badge/2c9d7368f-feat-blue"""" alt=""""feat - 2c9d7368f"""" /></a></td>"",unknown,github_issue,jhipster/generator-jhipster,28489,build(deps): bump the angular group in /generators/angular/resources with 2 updates,https://github.com/jhipster/generator-jhipster/pull/28489",database_exception,5228
4112,UNKNOWN,database_exception,3,True,> Using build cache volume 'pack-cache-5cbe5692dbc4.build',database_exception,4112
25613,UNKNOWN,database_exception,3,True,"If you want an embedded database (H2, HSQL or Derby), please put it on the classpath.",database_exception,25613
9674,UNKNOWN,database_exception,3,True,|         |    \--- org.mongodb:mongodb-driver-core:5.4.0 -> 5.5.0,database_exception,9674
24850,UNKNOWN,database_exception,3,True,"2025-07-25T00:50:32.442363,""This indeed doesn't play nice with wrapper drivers but such use cases could be updated to rely on database product name instead. I can contribute that if you agree with that direction.",database_exception,24850
962,UNKNOWN,database_exception,3,True,"2025-07-25T22:58:33.616839,""<td><a href=""""https://github.com/angular/angular-cli/commit/0ab1ddf632b7305db28a2f87f5c6b099a44669f6""""><img src=""""https://img.shields.io/badge/0ab1ddf63-feat-blue"""" alt=""""feat - 0ab1ddf63"""" /></a></td>"",unknown,github_issue,jhipster/generator-jhipster,29673,build(deps): bump the angular group across 1 directory with 4 updates,https://github.com/jhipster/generator-jhipster/pull/29673",database_exception,962
8253,UNKNOWN,database_exception,3,True,import org.springframework.security.authentication.ott.JdbcOneTimeTokenService;,database_exception,8253
16556,UNKNOWN,database_exception,3,True,"2025-07-25T01:58:14.861637,""Just a note for those following along: Based on feedback, I've pushed changes to the PR (gh-15437) with an updated API for the interceptor that takes advantage of [`attributes`](https://github.com/spring-projects/spring-framework/issues/32027) for configuring the `clientRegistrationId` on a per-request basis. This effectively consolidates everything to a single primary usage example:"",unknown,github_issue,spring-projects/spring-security,15437,Add `RestClient` interceptor,https://github.com/spring-projects/spring-security/pull/15437",database_exception,16556
4355,UNKNOWN,database_exception,3,True,"""""sha256:ccc797d21d04dbc7f7b9029ebcad60158dc4a08268bc9df65be9bad96a6516ed"""",",database_exception,4355
13685,UNKNOWN,database_exception,3,True,at app//org.springframework.boot.jdbc.DataSourceBuilder$ReflectionDataSourceProperties.getMethod(DataSourceBuilder.java:581),database_exception,13685
1980,UNKNOWN,database_exception,3,True,"Settings that can be configured in both a URI or an individual configuration property have been a source of unwanted complexity in the past. https://github.com/spring-projects/spring-boot/issues/6424 is an example of this. The issue of whether Mongo's URI or the specific individual properties should take precedence has been raised in https://github.com/spring-projects/spring-boot/issues/44712. I feel that we need to sort that out before we add any more properties that can also be configured through the URI."",unknown,github_issue,spring-projects/spring-boot,46261,Add configuration properties for MongoDB's read and write consistency,https://github.com/spring-projects/spring-boot/issues/46261",database_exception,1980
2651,DEBUG,database_exception,3,True,2025-07-23T15:09:00.468+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : scheduledExecutor...............none,database_exception,2651
26820,UNKNOWN,database_exception,3,True,"2025-07-25T00:54:22.088458,""implementation 'org.springframework.data:spring-data-mongodb:4.4.0'",database_exception,26820
8741,WARN,database_exception,3,True,2024-12-13T16:50:50.037-03:00  WARN 73600 --- [  restartedMain] org.hibernate.orm.incubating             : HHH90006001: Encountered incubating setting [hibernate.type.preferred_instant_jdbc_type].  See javadoc on corresponding `org.hibernate.cfg.AvailableSettings` constant for details.,database_exception,8741
25554,UNKNOWN,database_exception,3,True,"2025-07-25T00:53:26.303959,""I don't really see how this will improve the performance that much. Calling `getUrlPrefixes()` shouldn't be expensive, and if we did want to optimize it we could make the result a `static final` constant which would save the one call to `List.of(...)`."",unknown,github_issue,spring-projects/spring-boot,43638,feat: Optimize DatabaseDriver fromJdbcUrl method with caching,https://github.com/spring-projects/spring-boot/pull/43638",database_exception,25554
23792,INFO,database_exception,3,True,"2025-07-25T02:09:09.360715,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-security,14749,DefaultRelyingPartyRegistrationResolver should provide the end user to resolve URL with custom URL templates,https://github.com/spring-projects/spring-security/issues/14749",database_exception,23792
4469,UNKNOWN,database_exception,3,True,"2025-07-25T23:17:26.587432,""<li><a href=""""https://github.com/eslint/eslint/commit/93c78a5c58edb7ead9bff87c874d2ff9b824ec04""""><code>93c78a5</code></a> docs: Add instructions for pnpm compat (<a href=""""https://redirect.github.com/eslint/eslint/issues/19422"""">#19422</a>) (Nicholas C. Zakas)</li>"",unknown,github_issue,jhipster/generator-jhipster,28677,build(deps-dev): bump eslint from 9.20.0 to 9.20.1 in /generators/vue/resources in the eslint group,https://github.com/jhipster/generator-jhipster/pull/28677",database_exception,4469
9750,UNKNOWN,database_exception,3,True,"2025-07-25T00:19:02.999753,""\--- org.springframework.boot:spring-boot-starter-data-mongodb -> 3.5.0",database_exception,9750
23709,UNKNOWN,database_exception,3,True,"- @ConditionalOnSingleCandidate (types: org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate; SearchStrategy: all) did not find any beans (OnBeanCondition)"",unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23709
18107,UNKNOWN,database_exception,3,True,Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)'],database_exception,18107
2605,INFO,database_exception,3,True,"2025-07-25T00:08:43.775134,""2025-07-23T15:08:28.306+01:00  INFO 1224 --- [databaseTest] [           main] c.e.d.DatabaseTestApplication            : Starting DatabaseTestApplication using Java 23.0.2 with PID 1224 (C:\Users\USER\Desktop\spring Apps\databaseTest\databaseTest\target\classes started by USER in C:\Users\USER\Desktop\spring Apps\databaseTest\databaseTest)",database_exception,2605
6499,UNKNOWN,database_exception,3,True,"org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration]"",unknown,github_issue,spring-projects/spring-boot,45938,Spring 3.5.0 app doesnt start sometimes (@ConditionalOnMissingBean not considered),https://github.com/spring-projects/spring-boot/issues/45938",database_exception,6499
8950,UNKNOWN,database_exception,3,True,"2025-07-25T23:31:10.315365,""<td><a href=""""https://github.com/angular/angular-cli/commit/292a4b7c2f62828606c42258db524341f4a6391e""""><img src=""""https://img.shields.io/badge/292a4b7c2-feat-blue"""" alt=""""feat - 292a4b7c2"""" /></a></td>"",unknown,github_issue,jhipster/generator-jhipster,27969,build(deps): bump the angular group across 1 directory with 6 updates,https://github.com/jhipster/generator-jhipster/pull/27969",database_exception,8950
2609,INFO,database_exception,3,True,2025-07-23T15:08:50.557+01:00  INFO 1224 --- [databaseTest] [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port 8080 (http),database_exception,2609
23703,DEBUG,database_exception,3,True,"2025-07-25T00:47:28.892256,""That shouldn't be the case. Perhaps you could look at the condition evaluation report (launch your app with `--debug`) to identify why `JdbcClientAutoConfiguration` wasn't used.",database_exception,23703
3824,UNKNOWN,database_exception,3,True,"2025-07-25T23:14:51.254019,""<td><a href=""""https://github.com/angular/angular/commit/1cd3a7db83e1d05a31d23324676420b614cdabe2""""><img src=""""https://img.shields.io/badge/1cd3a7db83-feat-blue"""" alt=""""feat - 1cd3a7db83"""" /></a></td>"",unknown,github_issue,jhipster/generator-jhipster,28820,build(deps): bump the angular group in /generators/angular/resources with 2 updates,https://github.com/jhipster/generator-jhipster/pull/28820",database_exception,3824
9793,INFO,database_exception,3,True,"2025-07-25T01:43:58.737901,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-security,16322,[build] Settings.gradle's logic to handle different buildFile name could result in phantom subproject,https://github.com/spring-projects/spring-security/issues/16322",database_exception,9793
17707,UNKNOWN,database_exception,3,True,"2025-07-25T01:59:40.263434,As a (dirty) workaround for this issue we have implemented a custom implementation for `SessionRegistry` that searches the right principal in the map without relying on object identity.,unknown,github_issue,spring-projects/spring-security,15346,OIDC logout not working for JPA/JDBC OAuth2AuthorizationService because DefaultSaml2AuthenticatedPrincipal does not implement equality,https://github.com/spring-projects/spring-security/issues/15346",database_exception,17707
9255,UNKNOWN,database_exception,3,True,"2025-07-25T23:33:13.957743,""<li><a href=""""https://github.com/capricorn86/happy-dom/commit/6ff0d8f9bb959234d36b4da7d8616dbfb2ea052f""""><code>6ff0d8f</code></a> fix: <a href=""""https://redirect.github.com/capricorn86/happy-dom/issues/1565"""">#1565</a> Validate that object is of type Blob in FileReader.readAsArrayBu...</li>"",unknown,github_issue,jhipster/generator-jhipster,27872,build(deps-dev): bump happy-dom from 14.12.3 to 15.11.4 in /generators/vue/resources,https://github.com/jhipster/generator-jhipster/pull/27872",database_exception,9255
9697,UNKNOWN,database_exception,3,True,"2025-07-25T00:19:02.999104,""Thanks for reporting the issue. It looks like an upgrade happened in Spring Data [a couple of weeks ago](https://github.com/spring-projects/spring-data-mongodb/commit/2b8b59aec25ee1d70c2a9f0049afe2849494e002) and we had already moved to track only patch releases at that point.",database_exception,9697
26774,UNKNOWN,database_exception,3,True,"replacedBy(""""org.springframework.boot:spring-boot-starter-log4j2"""", """"Use Log4j2 instead of Logback"""")",database_exception,26774
13669,UNKNOWN,database_exception,3,True,"2025-07-25T01:51:10.252882,Thanks for being willing to provide that @xardbaiz but I think that is off-topic from this issue. I'm going to hide the comment so it doesn't interrupt the flow.,unknown,github_issue,spring-projects/spring-security,15877,Add `OAuth2AuthorizedClientManager` autoconfiguration without `spring-boot-starter-web` dependency,https://github.com/spring-projects/spring-security/issues/15877",database_exception,13669
1747,UNKNOWN,database_exception,3,True,"2025-07-25T22:59:23.804278,""<td><a href=""""https://github.com/angular/angular-cli/commit/d6f594fe0f8f21d9c0e2abedb5c8433a1aa5c157""""><img src=""""https://img.shields.io/badge/d6f594fe0-feat-blue"""" alt=""""feat - d6f594fe0"""" /></a></td>"",unknown,github_issue,jhipster/generator-jhipster,29633,build(deps): bump the angular group in /generators/angular/resources with 3 updates,https://github.com/jhipster/generator-jhipster/pull/29633",database_exception,1747
3762,UNKNOWN,database_exception,3,True,"be a solution, or there may be a way to solve it that you hadn't considered."",unknown,github_issue,spring-projects/spring-boot,46128,Create spring-boot-data-jdbc module,https://github.com/spring-projects/spring-boot/issues/46128",database_exception,3762
24299,UNKNOWN,database_exception,3,True,"2025-07-25T02:10:31.128892,""Need to add an OAuth2AuthorizedClientService implementation that gets OAuth2AuthorizedClient from the cache. In some cases this is better than InMemoryOAuth2AuthorizedClientService or JdbcOAuth2AuthorizedClientService. For example, the application runs on several instances, each instance can access the OAuth2AuthorizedClient in a shared distributed cache, such as Hazelcast or Redis."",unknown,github_issue,spring-projects/spring-security,14662,Support retrieving OAuth2AuthorizedClient from cache.,https://github.com/spring-projects/spring-security/issues/14662",database_exception,24299
11045,DEBUG,database_exception,3,True,"2025-07-25T01:45:27.270905,""2024-12-07T08:54:52.074+01:00 DEBUG 53186 --- [demo] [           main] o.s.security.acls.jdbc.AclClassIdUtils   : Unable to obtain the class id type",database_exception,11045
2536,DEBUG,database_exception,3,True,"2025-07-23T15:09:00.464+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : poolName........................""""HikariPool-1""""",database_exception,2536
9774,UNKNOWN,database_exception,3,True,"implementation(""""org.springframework.boot:spring-boot-starter-data-mongodb"""")",database_exception,9774
4108,UNKNOWN,database_exception,3,True,> Pulled builder image 'paketobuildpacks/builder-noble-java-tiny@sha256:9bd26063ca9f0d9d607dec815baaf288e1e5545e23901411bb0db5a6bd1d2e15',database_exception,4108
11887,WARN,database_exception,3,True,"2025-04-29 16:39:59.309  WARN 96336 --- [  restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceCreatorAutoConfiguration$Dbcp2DataSourceCreatorConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceCreatorAutoConfiguration$Dbcp2DataSourceCreatorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected/applied to a currently created BeanPostProcessor [myBatisMapperFactoryBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies/advisors. If this bean does not have to be post-processed, declare it with ROLE_INFRASTRUCTURE.",database_exception,11887
9393,UNKNOWN,database_exception,3,True,"2025-07-25T00:18:46.676622,""Also, the failure doesn't occur at runtime of the native image, but at the compilation time, which lead me to think this is a bug in native image. Please report this to the [GraalVM team](https://github.com/oracle/graal) as this is unlikely to be a bug in Boot. Feel free to link back to this issue."",unknown,github_issue,spring-projects/spring-boot,45676,Native Build fails after upgrading from 3.4.6 to 3.5.0,https://github.com/spring-projects/spring-boot/issues/45676",database_exception,9393
2541,DEBUG,database_exception,3,True,2025-07-23T15:09:00.480+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : threadFactory...................internal,database_exception,2541
2532,DEBUG,database_exception,3,True,2025-07-23T15:09:00.440+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : metricRegistry..................none,database_exception,2532
2655,DEBUG,database_exception,3,True,"2025-07-23T15:09:00.484+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : username........................""""root""""",database_exception,2655
14514,UNKNOWN,database_exception,3,True,"... 156 more"",unknown,github_issue,spring-projects/spring-boot,44873,when upgrading from 3.4.3 to 3.4.4 the dbHealthContributor suddenly tries to add integration MessageChannel,https://github.com/spring-projects/spring-boot/issues/44873",database_exception,14514
2580,DEBUG,database_exception,3,True,"2025-07-23T15:09:02.186+01:00 DEBUG 1224 --- [databaseTest] [onnection-adder] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - After adding stats (total=8/10, idle=7/10, active=1, waiting=0)",database_exception,2580
44,UNKNOWN,database_exception,3,True,"replacedBy(""""org.springframework.boot:spring-boot-starter-webmvc"""", """"spring-boot-starter-web is deprecated"""")"",unknown,github_issue,spring-projects/spring-boot,46522,Deprecate renamed starters,https://github.com/spring-projects/spring-boot/issues/46522",database_exception,44
15754,DEBUG,database_exception,3,True,2025-03-13T11:15:30.082+02:00 DEBUG 57764 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.metrics.jdbc.DataSourcePoolMetricsAutoConfiguration$HikariDataSourceMetricsConfiguration',database_exception,15754
18259,UNKNOWN,database_exception,3,True,com					       jsonassert-1.5.3.jar			  spring-aspects-6.2.3.jar		   spring-jdbc-6.2.3.jar,database_exception,18259
6512,UNKNOWN,database_exception,3,True,"2025-07-25T23:25:58.562068,""<p><img src=""""https://github.com/user-attachments/assets/6e3db43b-59e5-44e6-b950-061c0dc30fe4"""" alt=""""Screenshot 2024-12-12 at 22 21 52"""" /></p>"",unknown,github_issue,jhipster/generator-jhipster,28223,build(deps): bump react-toastify from 10.0.6 to 11.0.0 in /generators/react/resources,https://github.com/jhipster/generator-jhipster/pull/28223",database_exception,6512
2504,INFO,database_exception,3,True,2025-07-23T15:08:54.980+01:00  INFO 1224 --- [databaseTest] [           main] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 6.6.18.Final,database_exception,2504
1212,INFO,database_exception,3,True,"2025-05-29T18:01:11.245+01:00  INFO 62676 --- [notaries] [ream-1721626063] [                                                 ] c.c.n.config.PostgreSqlTestContainer     : STDERR: 2025-05-29 17:01:11.244 UTC [89] STATEMENT:  INSERT INTO user_profile (id, username, email, age, created_at) VALUES ($1, $2, $3, $4, $5) RETURNING id",database_exception,1212
10359,UNKNOWN,database_exception,3,True,"2025-07-25T23:41:08.710961,""<li><a href=""""https://github.com/apache/maven-javadoc-plugin/commit/db6d7f6ec355dd26c7f4841ad2c63ff4df456422""""><code>db6d7f6</code></a> [MJAVADOC-811] javadoc.bat fails to execute on Windows when project is not on...</li>"",unknown,github_issue,jhipster/generator-jhipster,27478,build(deps): bump org.apache.maven.plugins:maven-javadoc-plugin from 3.10.0 to 3.10.1 in /generators/server/resources,https://github.com/jhipster/generator-jhipster/pull/27478",database_exception,10359
18071,UNKNOWN,database_exception,3,True,"Having said that, I don't want to argue a point based on opinion and that's why I think opening an issue to track community feedback and need is a good compromise. Based on the misunderstanding on my part (clarified by seeing a sample), I think we can actually use this issue for that. I will adjust the title to make it clearer what we're talking about here, which is a way to handle highly concurrent requests for the `client_credentials` grant type. Sound good?"",unknown,github_issue,spring-projects/spring-security,15295,Highly concurrent requests with `client_credentials` cause duplicate access token requests,https://github.com/spring-projects/spring-security/issues/15295",database_exception,18071
15864,UNKNOWN,database_exception,3,True,"2025-07-25T00:35:24.108963,""I'm not sure that they would. We see the use of Testcontainers or Docker Compose as a way of running/testing your app in a more production-like way. In such a situation, the expectation is that schema initialisation is handled just as it is in production. For that case, the proposed change would be a breaking one as it would become necessary to change configuration otherwise two attempts would be made to initialise the schema."",unknown,github_issue,spring-projects/spring-boot,44702,Introduce a new DatabaseInitializationMode correspond to AutoConfigureTestDatabase.Replace.NON_TEST,https://github.com/spring-projects/spring-boot/issues/44702",database_exception,15864
2600,INFO,database_exception,3,True,"2025-07-25T01:31:35.125331,""> Hi, @wapkch, thanks for this PR! Looking at #16012, I believe the ask is to be able to have separate places from which to draw information for the RP and AP metadata. As such, I think let's begin with implementing `AssertingPartyMetadataRepository` (so `JdbcAssertingPartyMetadataRepository`). You should be able to preserve most of what you've written, just staying focused on the asserting party. Are you able to make these changes?"",unknown,github_issue,spring-projects/spring-security,17077,Add JdbcAssertingPartyMetadataRepository,https://github.com/spring-projects/spring-security/pull/17077",database_exception,2600
18223,UNKNOWN,database_exception,3,True,"All in all, I think this conversation has reached its course. If you want to amend your PR as I've suggested above, then please do so and I'll be happy to review it. Perhaps some more refinement will occur based on the code. And it is a first good step in what you're trying to achieve and that doesn't prevent us to keep refining it based on the community's feedback."",unknown,github_issue,spring-projects/spring-boot,44465,Add support for auto-configuring SimpleMessageListenerContainer,https://github.com/spring-projects/spring-boot/pull/44465",database_exception,18223
9841,UNKNOWN,database_exception,3,True,"2025-07-25T23:37:00.662911,""With **development** profile I can see that Jhipster *forces* me to use Docker for the database, WHY ?"",unknown,github_issue,jhipster/generator-jhipster,27685,Inconsistent README docker is mandatory to launch the app ! Distributed app with many services can't operate !,https://github.com/jhipster/generator-jhipster/issues/27685",database_exception,9841
8693,DEBUG,database_exception,3,True,2024-12-13T16:50:51.222-03:00 DEBUG 73600 --- [  restartedMain] c.m.myapp.config.DatabaseConfiguration   : H2 database is available on port 18080,database_exception,8693
2505,INFO,database_exception,3,True,2025-07-23T15:08:55.767+01:00  INFO 1224 --- [databaseTest] [           main] o.h.c.internal.RegionFactoryInitiator    : HHH000026: Second-level cache disabled,database_exception,2505
2550,DEBUG,database_exception,3,True,"2025-07-23T15:09:01.712+01:00 DEBUG 1224 --- [databaseTest] [l-1:housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Pool stats (total=1/10, idle=0/10, active=1, waiting=0)",database_exception,2550
20179,INFO,database_exception,3,True,[INFO] |  \- org.mongodb:mongodb-driver-sync:jar:5.0.1:compile,database_exception,20179
2545,INFO,database_exception,3,True,2025-07-23T15:09:00.502+01:00  INFO 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...,database_exception,2545
7078,UNKNOWN,database_exception,3,True,"2025-07-25T23:29:38.265538,""I'm selecting H2 in memory database, why does JHipster seemed to setup my development project to trigger Docker? I'm not using any external system, this is just a straight forward simple jhipster project so it shouldn't even try to find Docker at all when I'm not even using it."",unknown,github_issue,jhipster/generator-jhipster,28038,JHipster setup and try to find Docker when it is not used ,https://github.com/jhipster/generator-jhipster/issues/28038",database_exception,7078
9749,UNKNOWN,database_exception,3,True,"2025-07-25T00:19:02.999732,""Yeah, I think we should upgrade. However, that doesn't explain the mismatched versions."",unknown,github_issue,spring-projects/spring-boot,45660,Spring Boot 3.5's dependency management should have been upgraded to MongoDB 5.5.0,https://github.com/spring-projects/spring-boot/issues/45660",database_exception,9749
2635,DEBUG,database_exception,3,True,2025-07-23T15:09:00.419+01:00 DEBUG 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariConfig           : healthCheckRegistry.............none,database_exception,2635
1734,UNKNOWN,database_exception,3,True,"2025-07-25T00:05:11.528647,""Among the other things, Spring Boot offers convenient dependency management via starter modules and auto-configuration. However, for Testcontainers support at development time, both features are missing. If I have a project with Spring Data JDBC and PostgreSQL, I have to know which dependencies to add to the classpath to get a PostgreSQL Testcontainer up and running (at least 3 extra dependencies are needed).",database_exception,1734
2549,INFO,database_exception,3,True,2025-07-23T15:09:01.597+01:00  INFO 1224 --- [databaseTest] [           main] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.,database_exception,2549
8325,UNKNOWN,database_exception,3,True,"2025-07-25T01:43:35.845542,expires_at  TIMESTAMP    NOT NULL,unknown,github_issue,spring-projects/spring-security,16344,Fix for JdbcOneTimeTokenService cleanupExpiredTokens failing with PostgreSQL,https://github.com/spring-projects/spring-security/pull/16344",database_exception,8325
2611,INFO,database_exception,3,True,2025-07-23T15:08:50.628+01:00  INFO 1224 --- [databaseTest] [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/10.1.42],database_exception,2611
17793,UNKNOWN,connection_issue,2,True,"2025-07-25T00:38:50.036542,""Looking at the change, while it seems possible to restart driver connections, there's a lot of reliance on driver internals. Having lifecycle methods in the driver itself would create a more sustainable approach that doesn't require us to know the driver's internals."",unknown,github_issue,spring-projects/spring-boot,44505,Add Lifecycle/CRaC support for Cassandra,https://github.com/spring-projects/spring-boot/pull/44505",connection_issue,17793
